sum.taxonomy,K0611_M8,K0613_E4,K0616_A1,K0754_E4,K0754_L7,K0755_B2,K0755_E4,K0756_A1,K0756_B2,K0756_C3,K0756_M8,K0757_G5,K0759_L7,K0759_M8,K0760_T9,K0772_T9,K0773_K6,K0773_L7,K0774_K6,K0774_T9,K0775_B2,K0775_C3,K0775_G5,K0775_M8,K0777_L7,K0778_B2,K0779_B2,K0779_L7,K0779_M8,K0779_T9,K0780_G5,K0780_K6,K0833_B2,K0833_C3,K0833_E4,K0834_G5,K0835_K6,K0835_T9,K0836_E4,K0837_E4,K0838_C3,K0838_L7,K0838_T9,K0839_A1,K0839_L7,K0840_C3,K0613_L7,K0776_T9
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Natronococcus;,0,1,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,182,607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;,1,8,1,14,103,4,2,2,96,3,1,39,0,5,1,0,51,19,67,1,18,9,27,1,9,116,3,5,0,103,5,21,0,12,16,0,40,4,124,15,71,1,4,267,74,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;,0,2,30,8,49,39,66,94,74,68,8,36,5,0,52,7,40,32,2,60,42,14,210,7,24,0,8,1,0,0,31,25,6,130,11,8,83,63,0,1,8,4,55,3,17,10,0,0
Bacteria;Acidobacteria;Vicinamibacteria;NA;Vicinamibacteraceae;Luteitalea;Luteitalea pratensis,0,46,5,32,28,35,12,155,7,9,30,38,33,0,29,23,26,10,74,1,36,30,21,14,29,9,12,2,0,5,36,33,45,36,24,16,49,60,1,130,69,67,79,23,30,11,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;,0,5,16,25,116,17,95,8,128,14,2,64,2,0,7,3,24,9,77,69,25,26,40,19,8,0,22,36,0,0,25,39,3,15,106,6,118,45,0,71,53,3,31,60,11,27,0,0
Bacteria;Actinobacteria;NA;;NA;;,2,225,6,36,34,25,20,47,22,17,24,13,37,22,23,6,25,0,77,8,30,5,33,4,44,58,17,10,1,12,22,35,19,34,44,10,40,87,15,73,36,38,55,33,36,20,0,0
Bacteria;Chloroflexi;NA;;NA;;,0,27,19,64,7,65,13,8,4,43,61,10,111,3,53,35,172,11,56,1,26,26,12,81,18,2,29,7,0,1,88,20,58,24,66,36,12,16,9,12,5,103,44,7,6,15,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;NA;;,6,25,1,11,7,95,16,60,4,30,91,8,14,3,44,8,15,9,37,46,50,9,14,14,38,9,25,21,0,0,8,12,174,6,10,13,83,15,0,56,58,70,51,40,182,7,0,0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum;,0,0,83,37,30,25,162,8,1,34,8,0,3,0,33,16,5,27,0,563,44,72,28,33,35,0,20,0,0,0,45,21,0,4,26,40,38,1,0,0,2,2,16,0,9,40,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;NA;,0,4,80,16,37,29,121,6,23,49,13,29,7,0,16,17,83,10,34,133,21,13,126,21,2,4,15,124,0,5,20,15,16,92,46,24,67,7,29,82,14,15,14,28,10,29,0,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Candidatus Magnetobacterium;Magnetobacterium sp. enrichment culture clone D2CL_Bac_16S_Clone7,0,0,6,72,6,68,26,14,0,12,88,1,131,0,47,166,23,5,0,1,27,64,4,132,17,0,56,0,0,0,34,18,76,1,25,135,5,12,0,0,7,77,17,2,15,196,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA;,1,27,1,6,104,2,3,6,142,14,2,77,1,15,2,2,44,12,51,3,7,25,105,2,14,82,4,12,0,42,30,2,0,142,17,2,76,16,220,53,30,1,8,177,2,2,0,0
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;NA;,35,2,0,1,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,1,0,0,0,0,1,0,174,1040,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;,0,0,912,0,5,0,115,1,2,2,0,12,0,0,0,23,2,1,0,567,0,0,4,3,0,0,21,0,0,0,2,2,0,10,0,3,0,0,0,1,0,0,0,1,0,3,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;,1,16,4,12,40,16,33,13,134,21,1,135,1,3,6,0,48,10,69,7,14,17,28,2,8,98,14,15,0,309,34,22,2,131,4,8,84,4,21,75,79,10,21,104,43,2,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;;,6,43,2,38,15,18,4,35,46,31,2,29,6,4,5,7,45,17,13,5,7,118,40,10,18,95,12,64,21,206,26,8,2,8,30,12,98,19,379,22,24,5,26,114,6,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;,0,0,0,2,20,1,2,1,41,1,4,21,1,3,1,12,3,8,2,0,0,2,0,18,0,687,1,27,0,258,0,2,1,38,1,10,5,1,547,20,33,1,1,3,1,2,0,0
Bacteria;Chloroflexi;Dehalococcoidia;NA;NA;NA;Dehalococcoidia bacterium SCGC AB-539-J10,0,0,26,24,0,62,17,1,0,0,73,0,244,0,88,63,0,0,0,0,17,5,0,699,16,0,5,0,0,0,0,0,122,0,29,26,0,2,0,0,0,216,12,0,7,36,0,0
Bacteria;Firmicutes;Bacilli;NA;;NA;,0,48,294,50,20,69,32,37,6,57,39,14,35,4,24,46,64,9,42,9,39,46,26,39,37,6,49,5,1,2,128,23,22,25,76,21,38,111,0,94,56,31,101,18,33,48,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;,1,38,0,15,54,3,3,24,155,7,1,67,1,14,1,2,31,44,156,0,14,19,13,5,11,200,2,25,0,304,10,7,0,92,4,0,75,20,383,56,20,13,7,234,22,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;,1,4,3,2,2,1,2,12,62,2,13,30,9,1,2,0,6,0,83,2,10,5,2,7,5,280,1,185,0,503,3,7,18,2,0,2,4,34,468,282,8,6,3,65,23,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;NA;,0,4,12,126,34,85,31,35,3,45,95,2,66,20,116,96,65,3,7,60,118,75,25,109,125,0,52,0,0,0,45,73,80,5,275,124,23,45,0,1,20,35,28,6,74,54,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,14,0,0,1,0,0,0,1237,0,102,0,294,0,0,0,0,0,0,0,0,592,1,0,0,0,33,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;NA;,0,11,191,14,68,7,355,16,2,171,2,45,3,0,5,26,57,3,6,367,13,22,15,16,7,0,583,0,0,0,94,3,5,74,5,18,10,18,0,20,12,6,28,7,8,56,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;,20,26,16,22,125,9,439,39,98,15,2,146,2,5,7,7,24,23,112,13,48,10,19,4,3,109,13,181,0,50,30,7,3,33,5,5,61,5,45,296,108,10,26,174,22,8,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;,0,1,46,28,212,10,59,38,19,163,5,60,12,4,19,9,111,13,69,26,39,8,460,21,102,2,46,5,0,1,33,44,12,466,32,10,19,29,0,107,17,14,39,34,62,16,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;,26,20,16,18,64,6,13,15,186,14,6,108,5,411,6,7,42,43,128,10,12,2,134,6,12,33,30,290,211,17,10,4,7,127,5,4,10,6,279,124,6,5,42,32,7,8,0,0
Bacteria;Acidobacteria;Vicinamibacteria;NA;Vicinamibacteraceae;Vicinamibacter;Vicinamibacter silvestris,0,47,14,73,33,59,32,152,19,32,59,51,34,0,31,98,59,11,41,11,104,58,63,61,136,2,55,0,0,1,46,151,64,33,127,82,76,135,0,75,120,32,135,8,166,60,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;,11,9,5,32,91,41,15,39,434,59,48,368,15,0,28,16,78,33,58,10,74,62,65,23,36,27,23,9,0,97,37,76,34,174,19,32,62,96,5,51,55,13,83,93,104,11,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;;NA;,56,161,83,41,279,65,163,48,59,83,36,67,44,40,8,30,59,16,127,94,48,27,43,10,49,53,89,29,1,91,62,57,23,159,55,13,23,70,61,45,37,27,67,48,65,18,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;;,1,6,71,74,196,45,41,60,37,116,34,22,62,81,63,72,48,12,11,100,90,61,336,84,112,2,134,3,0,1,29,97,48,99,110,41,69,40,5,18,49,60,113,45,72,40,0,0
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Natronococcus;Natronococcus xinjiangense,0,0,0,0,0,0,0,0,0,0,0,0,2,684,0,0,0,0,0,0,0,0,0,0,0,0,0,411,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;NA;,0,8,2,70,9,279,9,5,1,16,927,3,334,0,251,6,29,3,0,3,8,12,2,10,10,0,8,60,0,0,37,86,352,0,27,8,9,1,0,14,2,94,89,1,155,12,0,0
Bacteria;Chloroflexi;Anaerolineae;NA;;NA;,0,12,8,214,7,121,6,313,7,6,73,1,119,8,60,35,43,8,9,3,27,42,26,57,254,0,12,1,0,1,40,14,57,1,103,35,63,700,0,38,7,76,316,4,18,24,0,0
Bacteria;Chloroflexi;Anaerolineae;NA;NA;NA;anaerobic bacterium MO-CFX2,0,4,20,109,10,71,31,52,0,31,53,4,138,195,134,112,138,2,32,10,48,116,37,141,452,0,53,0,0,1,136,73,129,76,132,111,24,19,0,4,53,180,48,1,62,122,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;,47,171,22,21,33,67,17,16,180,17,75,12,11,12,57,9,19,19,82,28,41,54,23,6,44,227,20,150,119,2,11,103,57,10,74,22,207,21,631,8,110,24,51,75,282,5,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;NA;;,1,26,18,115,42,52,134,104,234,93,53,110,37,16,33,46,88,29,105,22,71,127,185,32,78,11,46,9,0,58,124,111,64,83,128,35,115,139,26,144,68,26,94,303,77,46,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,1,152,247,33,29,32,97,107,31,20,45,52,10,25,113,9,54,10,155,265,101,12,33,21,15,252,15,248,26,3,13,24,41,71,3,64,87,19,444,202,200,76,34,77,41,103,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;;,0,13,26,67,125,68,83,120,134,88,62,132,25,0,57,56,70,83,55,123,152,93,72,35,45,53,52,40,0,59,62,105,97,27,295,80,200,152,25,72,124,69,103,99,264,76,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;,0,24,64,89,51,80,60,128,85,244,95,74,68,0,68,150,108,58,160,106,124,138,130,88,82,3,184,19,0,2,189,128,62,65,58,180,94,129,4,51,103,66,86,45,104,130,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;,3,718,0,52,206,38,17,46,568,70,24,681,12,14,25,17,158,25,110,15,25,95,141,30,15,5,55,21,0,0,48,32,4,88,72,24,38,45,36,55,116,5,33,195,101,17,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;;,68,161,17,72,186,68,57,81,323,106,31,152,45,182,75,31,88,19,251,10,107,83,91,17,57,66,82,106,0,64,140,71,50,101,47,22,146,175,76,101,126,35,158,191,50,41,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;,0,0,0,13,449,2,32,0,27,1015,18,315,0,0,9,19,329,8,0,17,0,29,156,2,0,0,295,0,0,0,81,0,16,1287,0,6,0,7,0,9,6,0,2,73,0,16,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA;,114,415,6,47,145,34,26,137,127,58,28,122,14,144,36,6,41,32,238,23,181,38,43,24,38,114,32,214,5,68,15,53,21,55,57,14,181,152,248,105,496,9,90,105,90,9,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;,5,546,8,84,111,65,18,148,298,28,51,242,49,25,49,50,100,22,399,4,115,87,43,39,98,21,38,45,0,9,64,68,84,34,68,24,299,176,57,202,236,33,152,320,86,40,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;;,2,194,44,268,82,152,67,149,97,119,110,133,166,17,85,82,158,19,114,11,107,155,115,82,188,12,99,14,0,56,125,72,86,91,145,48,236,161,23,214,185,70,232,136,91,55,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;,94,20,38,5,62,3,8,10,157,30,2,161,4,645,7,6,19,19,61,6,15,6,319,3,11,198,8,427,2151,90,11,2,4,138,4,5,3,10,179,152,9,12,5,17,11,5,0,0
Eukaryota;Streptophyta;Charophyceae;Charales;Characeae;Nitella;Nitella hyalina,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,1,0,6695,0,1,0,15,234,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;NA;;NA;;,75,71,384,191,149,189,175,138,124,168,204,115,98,7,169,175,236,70,42,510,159,263,208,144,245,13,199,65,1,38,224,348,132,202,304,171,213,70,37,54,131,61,131,96,206,103,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;,2419,80,0,1,2,0,0,2,50,0,1,0,2,2031,5,0,0,0,477,0,2,7,0,2,1,394,0,1219,130,0,0,1,2,1,2,1,80,0,137,10,43,2,1,229,2,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;;NA;,63,270,79,179,341,154,120,252,426,200,102,413,64,51,93,121,233,66,438,79,241,191,271,71,195,68,172,60,0,156,273,147,129,306,173,86,414,405,85,212,588,88,302,353,182,57,0,0
Bacteria;Proteobacteria;NA;;NA;;,41,168,740,262,81,346,304,170,45,106,770,63,371,15,276,220,131,45,49,508,311,183,81,205,385,12,169,58,121,41,153,470,357,83,151,220,142,214,38,74,138,258,257,56,806,153,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;,2,52,102,608,112,517,138,195,26,156,499,16,680,34,441,563,302,21,9,232,378,359,63,640,594,2,312,3,0,2,308,323,570,35,732,532,72,142,0,11,59,556,362,7,294,406,0,0
Bacteria;NA;;NA;;NA;,103,431,360,388,203,418,281,396,174,136,387,158,501,48,284,425,249,46,402,382,324,342,214,417,407,50,242,193,10,131,301,268,482,194,430,364,301,338,170,242,277,530,438,179,331,218,0,0
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;Methanothrix;Methanosaeta sp. enrichment culture clone AB7,0,0,358,604,27,1049,155,113,0,42,806,4,1666,34,763,930,103,5,0,54,309,202,28,948,360,0,108,0,0,0,146,94,1102,14,230,432,15,62,0,0,11,1708,208,0,100,386,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;;NA;,335,658,48,252,159,282,336,429,187,98,336,251,188,161,216,368,224,50,216,36,277,584,161,258,271,45,198,594,170,36,244,714,314,117,364,293,457,375,284,100,778,235,389,258,540,306,0,0
Eukaryota;Bacillariophyta;NA;;NA;;,16,113,1,42,247,57,158,97,110,1393,49,235,10,0,120,928,1228,440,40,43,13,884,491,291,2,0,935,61,0,1,1587,54,61,114,49,1730,250,3,0,28,153,13,56,37,31,2109,0,0
Bacteria;Proteobacteria;Betaproteobacteria;NA;;NA;,0,42,742,282,264,261,762,321,78,505,299,198,121,2,237,505,457,94,37,724,211,379,208,210,402,19,1019,23,0,15,676,1431,283,349,311,519,248,418,7,106,265,105,334,95,506,731,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;;NA;,6,71,238,769,200,780,297,280,41,340,792,59,803,28,706,733,376,60,105,578,491,484,142,841,505,5,722,18,4,8,440,523,862,57,661,727,169,344,10,79,251,848,350,40,434,586,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria destruens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;NA;;NA;Coniosporium;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus intermedius,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0
Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema;Parmotrema crinitum,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,16
Eukaryota;Basidiomycota;Cystobasidiomycetes;NA;;NA;,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium pullulans,16,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Cochliobolus;Cochliobolus sp. P9E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces diversiformis,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scedosporium;Scedosporium apiospermum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;NA;Chlorosarcinopsis;Chlorosarcinopsis sp. YACCYB95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Gibellulopsis;Gibellulopsis nigrescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,19
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;NA;,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thielavia;Thielavia terricola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;Phlebia cf. bresadolae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Microascales;Microascaceae;NA;,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium daleae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;[Candida] intermedia,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Microascales;NA;;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Mariannaea;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;NA;,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;NA;;NA;Acrophialophora;Acrophialophora fusispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;NA;;NA;Acrophialophora;Acrophialophora levis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;Cystobasidium benthicum,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34
Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula sp. MAC-2011a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Mucoromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,10,1,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,6,0,4,0,0
Eukaryota;Mucoromycota;Glomeromycetes;NA;;NA;,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;Neophaeococcomyces;Neophaeococcomyces aloes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria sp.,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces;[Candida] bracarensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;NA;;[Phialophora] cyclaminis,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Trematosphaeriaceae;Trematosphaeria;Trematosphaeria sp. HR-2-1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,6
Eukaryota;Ascomycota;Sordariomycetes;Myrmecridiales;Myrmecridiaceae;Myrmecridium;Myrmecridium phragmitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Coniothyriaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
