sum.taxonomy,K0611_M8,K0613_E4,K0616_A1,K0754_E4,K0754_L7,K0755_B2,K0755_E4,K0756_A1,K0756_B2,K0756_C3,K0756_M8,K0757_G5,K0759_L7,K0759_M8,K0760_T9,K0772_T9,K0773_K6,K0773_L7,K0774_K6,K0774_T9,K0775_B2,K0775_C3,K0775_G5,K0775_M8,K0777_L7,K0778_B2,K0779_B2,K0779_L7,K0779_M8,K0779_T9,K0780_G5,K0780_K6,K0833_B2,K0833_C3,K0833_E4,K0834_G5,K0835_K6,K0835_T9,K0836_E4,K0837_E4,K0838_C3,K0838_L7,K0838_T9,K0839_A1,K0839_L7,K0840_C3,K0613_L7,K0776_T9
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;Flexibacteraceae bacterium R966,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,9,0,0,0,0
Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;NA;;,0,1,0,1,2,1,3,3,1,1,1,4,1,0,1,2,4,0,0,0,1,7,1,0,1,0,4,0,0,0,3,2,0,1,1,1,3,0,0,0,0,0,1,0,1,2,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. PPf35E6,0,0,0,0,6,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,1,30,0,1,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Halanaerobiales;NA;;,0,0,0,0,6,0,0,0,0,6,0,4,0,0,0,0,4,0,0,0,0,0,7,0,0,0,22,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,40,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus rhabdoformis,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium AT1-01,0,4,0,3,1,1,3,1,1,0,1,1,2,0,1,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,2,4,2,1,0,2,0,7,2,3,1,3,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Achromatium;,0,0,0,1,1,5,0,0,0,0,9,1,1,0,0,2,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Natronococcus;Natronococcus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus;Methanomassiliicoccus sp. P27,0,0,0,2,0,4,0,0,0,0,5,0,15,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;Iamia majanohamensis,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,4,0,1,0,5,0,0,2,0,1,0,3,0,6,3,1,1,0,2,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Geodermatophilus;Geodermatophilus sp. I12A-02622,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;,0,0,0,0,1,2,0,1,20,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,3,2,0,0,12,0,0,0,0
Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;,0,2,1,1,0,3,0,3,0,0,4,0,0,0,1,2,1,0,0,1,6,1,1,3,3,0,1,0,0,0,2,2,3,0,1,3,1,0,0,1,1,3,2,0,2,1,0,0
Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;NA;;,0,0,0,0,0,0,0,2,1,0,4,0,2,0,3,1,1,0,0,0,2,6,3,8,7,0,1,0,0,0,0,2,0,0,7,1,0,1,0,0,1,0,1,0,2,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;NA;Erythrobacteraceae bacterium enrichment culture clone CTBE CDB1001E12,0,0,0,0,1,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,9,0,0,12,0,0,0,0
Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;Nitriliruptor alkaliphilus,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,1,0,2,0,23,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture clone HB1_18,0,0,2,6,0,3,0,0,0,0,1,0,6,0,2,3,2,0,1,0,0,2,0,6,3,0,1,0,0,0,2,1,4,0,4,1,1,0,0,0,1,2,1,1,0,1,0,0
Bacteria;Cyanobacteria;NA;Synechococcales;Oculatellaceae;Oculatella;Oculatella atacamensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halocella;Halocella cellulosilytica,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;NA;,0,0,3,1,1,4,4,0,0,4,1,0,1,0,2,0,0,14,0,0,0,2,0,1,1,0,2,0,0,0,2,0,0,0,2,2,1,0,0,0,0,2,0,0,4,3,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella;,35,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;Holophaga sp. WY42,0,0,0,2,0,1,1,4,1,2,0,0,0,0,0,1,1,0,0,0,1,3,1,0,3,1,2,0,0,1,1,4,0,0,1,2,4,2,0,1,8,0,1,0,7,2,0,0
Bacteria;Chloroflexi;Dehalococcoidia;NA;;NA;,0,0,0,2,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,19,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,28,5,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;NA;;,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,0,12,8,0,9,0,2,0,0,0
Bacteria;Actinobacteria;Acidimicrobiia;NA;NA;NA;Acidimicrobiia bacterium,0,7,1,1,1,0,1,4,0,1,0,0,0,0,1,0,1,0,8,0,2,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,1,16,0,2,0,0,3,1,1,1,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;Ohtaekwangia kribbensis,0,0,0,10,0,1,0,2,3,2,0,2,0,0,0,4,2,0,0,0,0,11,1,4,0,0,3,0,0,0,0,1,0,0,0,8,2,0,0,0,0,0,1,0,0,2,0,0
Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Endomicrobium sp.,0,0,1,0,0,4,0,1,0,0,2,0,1,0,1,6,0,0,0,6,4,2,1,2,3,0,1,0,0,0,0,2,2,0,3,3,0,1,0,0,3,2,3,0,3,2,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;Rhodovulum sp.,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter sp. Gp-4-5.2.1-voll,1,41,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter lauratis,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,13,0,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis;Sulfuricaulis limicola,0,0,1,1,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,2,10,0,0,2,0,0,0,0,0,0,3,4,0,0,0,1,1,0,1,0,18,7,0,1,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;;,0,0,0,0,1,0,2,3,5,0,0,5,0,0,0,1,1,0,0,1,0,3,1,1,2,0,3,0,0,0,1,4,0,1,0,3,1,1,1,1,4,1,1,4,5,2,0,0
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanoplasma;Candidatus Methanoplasma termitum,0,0,0,0,0,6,0,0,0,0,4,0,9,0,3,8,0,0,0,0,1,2,0,5,0,0,1,0,0,0,0,0,3,0,1,9,0,0,0,0,0,3,1,0,0,4,0,0
Archaea;Thaumarchaeota;NA;NA;NA;Candidatus Nitrosopelagicus;Candidatus Nitrosopelagicus brevis,0,0,0,4,0,1,0,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,0,1,15,12,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;Owenweeksia sp.,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp.,0,0,0,9,1,2,0,1,0,1,4,1,0,0,0,2,2,0,0,0,0,2,1,0,17,0,2,0,0,0,4,0,0,7,0,2,0,1,0,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfocarbo;Desulfocarbo indianensis,0,0,0,2,0,3,0,0,0,0,1,0,2,0,1,1,1,0,0,0,2,1,0,9,5,0,2,0,0,0,0,11,7,0,2,1,0,1,0,0,0,6,1,0,1,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;Desulfomonile limimaris,0,23,2,2,0,4,0,0,0,0,2,0,2,0,1,3,1,0,1,0,7,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,0,0,1,1,1,0,0,2,0,0
Archaea;Euryarchaeota;Thermoplasmata;NA;NA;NA;Thermoplasmata archaeon enrichment culture,0,0,0,0,0,4,0,0,0,0,6,0,7,0,4,6,0,0,0,0,1,2,0,10,1,0,1,0,0,0,0,0,2,0,2,4,0,0,0,0,0,7,2,0,0,2,0,0
Bacteria;Actinobacteria;Acidimicrobiia;NA;NA;NA;Acidimicrobidae bacterium YM18-244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,3,7,1,0,9,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. EP_S_75,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;Sporobacter termitidis,0,0,0,0,3,1,1,0,1,5,0,1,0,0,0,0,1,0,0,4,0,0,5,0,20,0,7,0,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0,3,1,1,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera;Algisphaera agarilytica,12,15,0,2,0,0,0,1,2,0,1,1,0,5,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,6,0,0,0,2,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Sulfuriflexus;Sulfuriflexus mobilis,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,14,2,4,0,0,0,0,0,23,0,0,2,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;,12,0,0,0,2,0,0,1,6,0,0,5,0,12,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,11,0,0,2,1,0,0,0
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Microthrixaceae;Candidatus Microthrix;Candidatus Microthrix parvicella,0,0,0,7,0,13,0,0,0,0,11,0,9,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,4,5,0,0,0,0,0
Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Haliscomenobacter;,3,8,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,1,10,2,15,0,0,0,1,0,5,2,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;,0,1,0,1,0,2,0,9,0,0,1,1,3,2,0,3,0,0,0,1,2,1,1,2,3,0,0,0,0,0,0,0,3,1,8,1,4,1,0,0,0,1,2,1,5,2,0,0
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp.,0,2,0,5,0,0,0,1,2,0,0,0,3,0,2,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,2,0,24,1,2,1,1,0,1,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,4,1,1,0,21,1,2,0,0,0,0,0,0,14,1,2,0,0,4,1,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,8,0,1,1,2,0,0,0,0,1,0,0,0,2,0,2,1,0,9,1,0,12,5,0,0,8,3,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella sp. enrichment culture clone CTBE CDB1001G12,0,1,2,0,1,0,5,1,5,2,0,3,0,0,1,0,4,0,2,0,0,1,12,0,1,0,4,0,0,0,2,1,0,2,1,0,1,1,0,1,0,0,0,4,3,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;;NA;Gammaproteobacteria bacterium,0,0,0,0,4,0,0,2,2,1,0,6,0,0,0,0,3,1,0,0,1,2,5,0,0,0,2,0,0,0,2,5,0,2,0,0,0,0,0,1,4,0,1,2,16,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Saccharospirillum;,31,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;Halobiforma;,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,35,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;NA;Acidobacteriaceae bacterium,0,8,0,1,0,0,0,1,0,0,0,1,1,0,2,0,2,1,0,0,0,17,2,1,0,0,0,0,0,0,11,0,1,1,0,1,2,0,0,7,2,0,0,0,1,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,3,0,0,0,0
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius;,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Kouleothrix;Kouleothrix aurantiaca,0,2,1,0,13,0,1,0,0,4,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,14,0,0,0,0,1,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;bacterium SOSP1-165,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5,1,0,20,0,0,0,0,0,1,2,0,1,18,1,0,0,0,0,2,0,0,4,0,0,0,0
Bacteria;Chloroflexi;Thermomicrobia;NA;;NA;,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,26,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,6,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;NA;,0,0,0,3,0,4,0,17,0,2,0,1,1,0,0,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,4,10,0,0,1,3,3,4,0,0,1,0,1,0,0,0,0,0
Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;,0,0,2,0,0,2,0,1,0,0,16,0,3,0,1,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,2,4,0,7,2,0,0,0,0,0,12,1,0,2,1,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;NA;,0,0,0,3,1,4,1,1,0,1,2,0,8,0,3,0,0,1,0,0,8,1,1,4,2,0,1,0,0,0,0,5,2,0,2,2,0,0,0,0,2,1,4,0,4,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp. K-4,0,21,0,0,2,0,0,3,1,3,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,16,0,0,2,1,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;;Sphingobacteriales bacterium,0,0,0,1,2,1,1,1,2,4,0,1,0,0,0,0,1,2,6,0,1,14,1,0,0,0,2,1,0,0,0,7,0,4,1,0,5,0,0,3,0,0,0,2,1,0,0,0
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;NA;,2,12,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Wa1-6,0,2,0,1,4,2,0,1,3,1,2,5,0,0,0,0,2,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,5,6,0,3,1,0,5,9,1,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium enrichment culture clone CTBE CDB1001G11,0,1,0,6,1,1,0,12,0,6,1,1,1,0,2,0,2,1,1,0,1,1,1,0,0,0,8,0,0,0,2,2,0,1,1,2,2,2,0,1,1,1,2,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Marimicrobium;Marimicrobium arenosum,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,36,0,0,0,8,0,0,0
Eukaryota;NA;Oomycetes;NA;;NA;,0,0,1,25,13,1,0,1,1,0,0,1,0,0,0,0,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,1,0,0,2,1,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;NA;,14,1,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,1,0,3,0,0,0,4,1,0,6,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,1,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Williamwhitmania;Williamwhitmania taraxaci,0,0,4,0,0,0,10,0,0,6,0,0,0,0,0,0,2,0,0,20,0,10,2,0,0,0,4,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0
Bacteria;Cyanobacteria;NA;Synechococcales;Leptolyngbyaceae;NA;Leptolyngbyaceae cyanobacterium KH.T.2,0,0,0,0,10,0,0,0,14,0,0,30,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,4,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,46,0,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Kofleria;Kofleria flava,0,2,0,2,0,0,0,4,1,0,0,0,0,8,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,27,1,0,6,0,2,1,1,2,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa;,0,0,0,3,1,5,0,0,0,0,21,0,3,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema zuelzerae,0,0,0,2,2,2,0,0,2,2,0,1,2,0,1,1,1,1,0,3,3,8,4,0,3,0,1,0,0,0,1,4,0,0,10,1,2,0,0,0,2,0,3,0,3,0,0,0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. L1948,0,0,1,2,10,0,0,0,0,6,0,17,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,11,0,0,3,1,0,0,1,0,3,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga sp. AN-BI4,0,0,0,4,0,4,0,0,13,1,2,4,0,0,2,0,1,1,0,2,2,4,4,1,1,0,0,0,0,0,0,0,4,1,8,2,1,0,0,0,2,0,1,0,1,0,0,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;NA;;,0,0,6,4,0,0,0,0,0,0,10,0,9,0,4,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;Planctomycete enrichment culture clone phylotype P12,0,0,0,3,1,1,0,2,1,1,1,2,0,0,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,2,11,0,12,1,0,4,0,5,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;Porphyrobacter mercurialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. enrichment culture clone SJC13,0,0,0,0,4,0,0,0,0,4,1,1,0,0,3,0,7,1,0,0,0,4,2,0,1,0,3,0,0,0,0,1,0,0,1,12,0,0,0,0,8,0,0,0,1,12,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;Haliangium ochraceum,0,0,0,1,0,2,1,1,0,0,4,0,5,0,0,9,0,0,0,2,1,1,0,2,1,0,1,0,0,0,12,2,1,0,0,9,1,1,0,0,1,0,1,0,2,5,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium enrichment culture clone MC18B6-24,0,0,1,4,1,1,1,1,0,2,1,0,0,0,4,1,3,0,0,4,1,3,5,1,8,0,1,0,0,0,6,5,0,0,6,2,0,2,0,0,0,0,0,0,2,0,0,0
