1 0.307692 5985.983127 4.896157 0.185906 4.896157 2.749088 -3.747249 0.454536 5.858823 0.419668
2 0.128205 5328.956306 4.283481 0.193331 4.400507 3.198607 -3.230206 0.433780 5.246148 0.436788
3 0.181818 2944.947542 4.213095 0.118783 4.618225 3.110740 -3.431470 0.337597 5.264199 0.504001
4 0.080808 3878.568892 3.991464 0.135625 4.533654 2.206788 -3.210303 0.337597 5.042569 0.456637
5 0.198113 3550.189887 3.986625 0.089568 4.701142 1.634219 -3.205463 0.212707 5.037729 0.483855
6 0.209302 3555.315983 4.540506 0.087769 5.279776 0.919294 -3.759345 0.197300 5.591610 0.524388
7 0.159292 6085.516918 4.632002 0.140245 5.371272 0.576420 -3.685832 0.214334 5.619281 0.537995
8 0.182796 5909.870059 4.081285 0.061062 4.924121 0.150329 -3.142684 0.171560 5.180954 0.521891
9 0.257426 6612.345573 5.081518 0.092981 5.933025 0.241537 -4.134030 0.181386 6.179449 0.531949
10 0.245098 6276.305874 4.784805 0.038631 5.636312 0.292043 -3.741673 0.299771 6.022141 0.634412
11 0.231481 6146.519538 4.507279 0.007100 5.358786 0.372510 -3.464147 0.337399 5.744614 0.589674
12 0.291262 6123.169037 4.780709 0.026908 5.887707 0.108752 -3.757294 0.296439 6.003941 0.621943
13 0.218750 6595.410671 4.467373 0.095877 5.574905 0.195871 -3.443958 0.296439 5.702817 0.548007
14 0.305882 5505.208665 5.037654 0.094728 6.111050 0.228966 -4.014239 0.408473 6.273098 0.599181
15 0.231579 5217.589113 4.315705 0.036977 5.397420 0.305000 -3.292290 0.344933 5.551150 0.599181
16 0.197917 6049.313093 4.430125 0.047883 5.498168 0.325105 -3.321446 0.356407 5.651898 0.620202
17 0.257143 4394.493204 4.630076 0.128347 5.909056 0.221591 -3.722632 0.319323 5.842147 0.618571
18 0.234234 4759.621213 4.392733 0.236018 5.666237 0.198261 -3.541737 0.179487 5.604804 0.639804
19 0.234043 5517.433167 4.357293 0.222690 5.630796 0.151787 -3.415281 0.347831 5.484553 0.642385
20 0.168224 5911.592902 4.446571 0.168945 5.723750 0.202265 -3.444136 0.361542 5.508846 0.616276
21 0.166667 5676.462233 4.284056 0.117416 5.561235 0.175099 -3.281620 0.370061 5.300739 0.615270
22 0.186275 5126.047969 4.334652 0.091907 5.611831 0.239771 -3.332216 0.359365 5.351335 0.572377
23 0.183673 7206.117623 4.612188 0.072467 5.854595 0.160518 -3.506311 0.367048 5.628871 0.642575
24 0.201754 6795.397049 4.520305 0.140156 5.762711 0.230460 -3.451652 0.388431 5.536987 0.646874
25 0.178571 6136.782053 4.430748 0.143090 5.673155 0.190973 -3.362095 0.372523 5.447431 0.697747
26 0.175573 6464.336024 4.438280 0.197101 5.717649 0.171387 -3.369628 0.330853 5.454963 0.651542
27 0.197917 6935.005623 4.569283 0.200858 5.848651 0.285631 -3.500630 0.334668 5.585965 0.571413
28 0.115385 7752.525246 4.612745 0.200057 5.892113 0.143710 -3.551609 0.334668 5.629428 0.636945
29 0.211765 6113.093494 4.643635 0.192672 5.916348 0.223027 -3.582499 0.321224 5.660318 0.636945
30 0.129032 6532.231019 4.369191 0.128493 5.641904 0.436166 -3.308055 0.321224 5.385874 0.629347
