"","sum.taxonomy","X1_K0733_M8","X10_K0689_B2","X11_K0683_L7","X12_K0695_K6","X14_K0721_T9","X15_K0733_T9","X16_K0721_E4","X17_K0503_B2","X18_K0531_A1","X19_K0721_M8","X2_K0721_L7","X20_K0699_K6","X21_K0721_B2","X22_K0685_M8","X23_K0721_C3","X24_K0501_B2","X25_K0689_T9","X26_K0733_C3","X27_K0669_E4","X28_K0503_E4","X29_K0531_M8","X3_K0733_E4","X30_K0685_A1","X31_K0547_T9","X32_K0738_T9","X33_K0738_B2","X34_K0733_G5","X36_K0730_K6","X37_K0722_G5","X39_K0521_B2","X4_K0721_K6","X40_K0730_E4","X41_K0726_K6","X42_K0669_C3","X43_K0730_L7","X44_K0726_B2","X45_K0722_B2","X46_K0730_B2","X47_K0730_T9","X48_K0582_M8","X49_K0722_T9","X5_K0638_L7","X50_K0726_G5","X51_K0722_K6","X54_K0722_M8","X57_Water_sample_T3_meter_8_M8","X58_Water_sample_T4._Meter_5_G5","X6_K0689_L7","X60_Water_sample_A1","X61_SW._Simone_Upper._A1","X62_Simone_A1","X63_Simone_A1","X64_Water_sample_T5._Meter_6_K6","X65_Simone_3_A1","X66_T6_8m_M8","X67_Water_sample_t2_2m_A1","X68_Water_sample_5_G5","X7_K0504_K6","X70_exp1_blank_unk","X71_exp1_crayfish_only_unk","X72_exp1_crayfish_and_tilapia_unk","X73_exp1_tilapia_only_unk","X74_dead_crayfish_unk","X75_exp2_blank_unk","X76_exp2_crayfish_only_unk","X77_exp2_crayfish_and_tilapia_unk","X78_exp3_blank_unk","X79_exp3_crayfish_only_unk","X8_K0685_T9","X80_exp3_crayfish_and_tilapia_unk","X82_exp3_tilapia_only_unk","X83_exp2_tilapia_only_unk","X9_K0738_A1","X52_K0726_L7","X53_K0721_A1","X55_K0531_E4","X56_K0669_T9"
"11","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;",38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,2,2,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum;Pelotomaculum thermopropionicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"13","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus serratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,6,4,11,0,0,0,11,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"14","Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium SS-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,0,20,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Phoma;Phoma herbarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,125,24,58,0,0,69,102,78,48,29,0,3,50,0,0,45,0,0,0,0,0,3,0,52,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,338,82
"16","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Desmodesmus;Desmodesmus pseudocommunis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,364,151,206,0,0,1296,791,252,438,43,0,1,776,108,0,671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,39,776
"17","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium;Sterolibacterium sp. TKU1",0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,1,1,10,6,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella sp. legS033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,10,1,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0
"20","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Exserohilum;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"21","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;Candida;Candida sp. 2 TMS-2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;NA;Nectriaceae sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"23","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
"24","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Scheffersomyces;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Gliomastix;Gliomastix polychroma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,8,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Genolevuria;Genolevuria armeniaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"27","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;NA;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,2,17,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;NA;NA;unidentified planctomycete",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,6,1,0,2,2,1,0,0,3,0,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","Eukaryota;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Remispora;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,752,81,131,0,60,408,558,278,260,1862,1,10,573,1515,0,563,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,141,241,347
"30","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;Prosthecobacter fluviatilis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,4,0,0,0,0,0,0,16,5,0,0,0,0,0,2,0,19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Eukaryota;Bacillariophyta;Bacillariophyceae;Cymbellales;Gomphonemataceae;Didymosphenia;Didymosphenia geminata",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,30,2,1,1,0,0,19,7,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","Eukaryota;Ascomycota;Sordariomycetes;Microascales;Halosphaeriaceae;Remispora;Remispora stellata",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,3,6,2,0,8,4,1,2,88,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48
"33","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Desmodesmus;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,3,0,0,29,27,11,17,1,0,0,33,1,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,31
"34","Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,40,23,1,0,26,33,24,3,0,0,1,7,0,0,24,0,0,0,2,0,0,0,2,2,0,1,1,2,2,1,0,0,4,0,0,0,0,6,0,0,0,6,0,2,0,0,0,0,0
"35","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix flexilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,12,6,0,0,0,0,0,0,11,147,0,4,0,0,0,13,1,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;NA;delta proteobacterium enrichment culture clone VNC3B026",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,12,0,1,5,4,4,7,0,0,0,5,0,0,4,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;NA;Pleosporaceae sp. SO",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,36,0,0,0,0,9,0,0,0,0,0,0,5,18,0,0,1,8,10,24,29,0,6,0,83,0,0,24,0,0,50,68,0,0,0,124,0,1,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,11,0,12
"38","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Dactylonectria;Dactylonectria pauciseptata",0,0,0,0,0,0,0,0,88,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,0,994,0,11,0,0,0,1273,308,1,0,0,28,0,182,0,0,0,0,0,5,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,14,98,0
"39","Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium YJF1-30",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,2,1,1,0,2,0,0,0,0,9,12,0,1,0,0,0,4,0,4,1,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,2,5,10,1,0,0,0,0,0,0,2,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"41","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma asperellum",0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,78,0,0,0,0,6,0,0,0,0,0,0,17,56,11,4,6,23,1,7,110,1245,22,7,61,782,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,808,40
"42","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Zopfiella;Zopfiella erostrata",0,0,0,0,0,0,0,86,0,0,0,0,14,0,10,0,0,152,73,0,1,0,0,0,0,0,0,0,13,0,0,237,0,0,743,0,0,322,0,0,0,0,0,0,187,0,10,0,14,0,0,0,41,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"43","Eukaryota;Mucoromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;Acaulospora kentinensis",0,0,0,0,0,1,0,0,269,0,0,0,3,280,0,20,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,154,0,0,12,0,0,76,23,77,34,0,0,0,46,0,0,0,4,0,0,0,10,0,5,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
"44","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium atrovirens",0,0,0,0,7,0,0,0,20,0,0,0,2,8,2,2,0,2,26,0,12,0,0,0,0,0,0,2,104,0,0,581,4,0,6,1,1,278,602,0,0,0,0,0,295,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0
"45","Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;Desulfomonile tiedjei",0,0,0,0,3,0,1,1,0,0,0,0,2,2,3,6,0,1,1,0,3,0,0,0,0,0,0,3,1,3,1,0,1,2,2,1,0,0,2,3,3,0,5,0,0,0,3,0,4,0,1,0,2,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;unidentified eubacterium RB01",0,0,0,0,3,0,0,4,2,0,0,0,3,4,2,6,0,4,8,1,4,6,0,0,0,0,0,8,8,2,1,1,5,8,6,7,14,6,4,3,10,0,8,0,7,1,0,1,2,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","Archaea;Thaumarchaeota;Nitrososphaeria;Candidatus Nitrosocaldales;Candidatus Nitrosocaldaceae;Candidatus Nitrosocaldus;Candidatus Nitrosocaldus yellowstonensis",2,0,0,0,129,0,0,40,1,40,0,0,125,87,49,56,0,116,19,0,85,0,1,1,0,0,0,72,32,38,28,3,122,138,32,244,50,2,1,192,8,0,20,0,0,16,45,2,85,0,0,0,2,1,40,14,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"48","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma;Denitratisoma oestradiolicum",2,0,0,0,1,0,2,5,4,2,0,0,14,4,8,9,0,7,8,1,3,0,1,0,0,0,0,10,2,4,3,3,17,6,15,7,4,2,0,5,1,0,11,0,1,4,4,30,5,0,0,0,4,0,4,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"49","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;",0,0,9,1,10,0,1,25,13,3,0,0,14,27,34,37,0,45,21,0,7,0,1,0,0,0,0,7,18,2,14,3,7,13,13,4,9,6,17,5,3,0,14,1,7,3,0,10,13,0,0,0,4,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
"50","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,3,4,4,2,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Eukaryota;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;NA;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,2,0,0,26,42,3,5,0,0,0,5,0,0,12,11,0,0,0,0,0,0,359,742,0,479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"53","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;NA;",0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,1,0,1,4,5,4,8,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;NA;;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,23,6,10,23,2,0,0,44,0,0,24,0,0,1,1,0,2,0,1,0,1,0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"55","Eukaryota;Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Diversispora versiformis",0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,7,2,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus sp. (in: Fungi)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,0,117,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"57","Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;NA;",0,0,0,0,1,0,0,0,14,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,21,9,5,0,62,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
